ENSG_id	LFC	gene_symbol
ENSG00000211460	-0.200503627	TSN
ENSG00000125462	-0.200463676	C1orf61
ENSG00000105397	-0.200420555	TYK2
ENSG00000175395	-0.200348453	ZNF25
ENSG00000084092	-0.200256944	NOA1
ENSG00000138231	-0.200247604	DBR1
ENSG00000251791	-0.200137153	SCARNA6
ENSG00000122512	-0.200133118	PMS2
ENSG00000172269	-0.200071242	DPAGT1
ENSG00000172830	-0.200057593	SSH3
ENSG00000058272	-0.199896608	PPP1R12A
ENSG00000137207	-0.199863805	YIPF3
ENSG00000007202	-0.199847769	KIAA0100
ENSG00000128059	-0.199758375	PPAT
ENSG00000065183	-0.199748402	WDR3
ENSG00000103326	-0.199720216	CAPN15
ENSG00000214413	-0.199715306	BBIP1
ENSG00000145912	-0.199710554	NHP2
ENSG00000178163	-0.199677431	ZNF518B
ENSG00000155393	-0.199676044	HEATR3
ENSG00000129515	-0.199666628	SNX6
ENSG00000169136	-0.199543738	ATF5
ENSG00000197961	-0.199428386	ZNF121
ENSG00000145723	-0.19933653	GIN1
ENSG00000109929	-0.1993273	SC5D
ENSG00000251602	-0.19925422	RP11-521B24.3
ENSG00000120217	-0.199039976	CD274
ENSG00000112237	-0.198795252	CCNC
ENSG00000233913	-0.198651224	CTC-575D19.1
ENSG00000068305	-0.198629651	MEF2A
ENSG00000102984	-0.198502654	ZNF821
ENSG00000099953	-0.198366421	MMP11
ENSG00000253293	-0.198082713	HOXA10
ENSG00000170365	-0.198016113	SMAD1
ENSG00000242457	-0.19801195	RBBP4P2
ENSG00000167272	-0.198001573	POP5
ENSG00000156471	-0.197841114	PTDSS1
ENSG00000165494	-0.19775959	PCF11
ENSG00000205726	-0.197670189	ITSN1
ENSG00000257218	-0.19756726	GATC
ENSG00000136504	-0.197411845	KAT7
ENSG00000114023	-0.197175423	FAM162A
ENSG00000121578	-0.197120341	B4GALT4
ENSG00000073712	-0.197099854	FERMT2
ENSG00000163584	-0.197092859	RPL22L1
ENSG00000140575	-0.196959913	IQGAP1
ENSG00000121957	-0.196959902	GPSM2
ENSG00000196526	-0.19693541	AFAP1
ENSG00000166734	-0.196888375	CASC4
ENSG00000151617	-0.196729012	EDNRA
ENSG00000135074	-0.196564881	ADAM19
ENSG00000104763	-0.196474095	ASAH1
ENSG00000101474	-0.196217938	APMAP
ENSG00000175322	-0.196022807	ZNF519
ENSG00000177426	-0.195777764	TGIF1
ENSG00000112130	-0.195653058	RNF8
ENSG00000074410	-0.19564526	CA12
ENSG00000102144	-0.195499284	PGK1
ENSG00000173894	-0.195354699	CBX2
ENSG00000124172	-0.195268927	ATP5E
ENSG00000184207	-0.195067948	PGP
ENSG00000184009	-0.194947735	ACTG1
ENSG00000138297	-0.194884331	TIMM23
ENSG00000041880	-0.194783118	PARP3
ENSG00000213672	-0.194708787	NCKIPSD
ENSG00000183624	-0.194676979	HMCES
ENSG00000107140	-0.194518276	TESK1
ENSG00000248785	-0.194452354	HIGD1AP14
ENSG00000077684	-0.19438358	JADE1
ENSG00000081181	-0.194239758	ARG2
ENSG00000227295	-0.194211674	ELL2P1
ENSG00000166801	-0.194179492	FAM111A
ENSG00000183474	-0.194088695	GTF2H2C
ENSG00000136875	-0.194033615	PRPF4
ENSG00000249858	-0.193952756	SNX5P1
ENSG00000116127	-0.193937527	ALMS1
ENSG00000102048	-0.193902603	ASB9
ENSG00000068308	-0.19343	OTUD5
ENSG00000176485	-0.193325452	PLA2G16
ENSG00000115290	-0.193271119	GRB14
ENSG00000198121	-0.19326731	LPAR1
ENSG00000145388	-0.193078242	METTL14
ENSG00000124789	-0.193042163	NUP153
ENSG00000226098	-0.192973368	RP11-53M11.2
ENSG00000103363	-0.192964563	TCEB2
ENSG00000068489	-0.192850413	PRR11
ENSG00000112144	-0.192679908	ICK
ENSG00000012061	-0.192552366	ERCC1
ENSG00000109775	-0.192502977	UFSP2
ENSG00000100804	-0.192387451	PSMB5
ENSG00000152601	-0.192375363	MBNL1
ENSG00000162490	-0.192291813	DRAXIN
ENSG00000164933	-0.192281767	SLC25A32
ENSG00000168564	-0.192174647	CDKN2AIP
ENSG00000198720	-0.192163967	ANKRD13B
ENSG00000189280	-0.191784407	GJB5
ENSG00000170854	-0.191772688	MINA
ENSG00000135316	-0.191758763	SYNCRIP
ENSG00000174780	-0.191692319	SRP72
ENSG00000075711	-0.191639306	DLG1
ENSG00000129028	-0.191124057	THAP10
ENSG00000185721	-0.191091955	DRG1
ENSG00000169169	-0.191085996	CPT1C
ENSG00000159079	-0.19092525	C21orf59
ENSG00000141741	-0.190854397	MIEN1
ENSG00000110060	-0.190617628	PUS3
ENSG00000225031	-0.190536241	EIF4BP7
ENSG00000172239	-0.190363857	PAIP1
ENSG00000184640	-0.190288841	9-Sep
ENSG00000127838	-0.190287105	PNKD
ENSG00000213862	-0.190244289	CTD-2270N23.1
ENSG00000227008	-0.190129292	RP3-417G15.1
ENSG00000104679	-0.190041857	R3HCC1
ENSG00000182400	-0.189952226	TRAPPC6B
ENSG00000189091	-0.18990417	SF3B3
ENSG00000113273	-0.189858109	ARSB
ENSG00000186907	-0.189848906	RTN4RL2
ENSG00000119487	-0.18983556	MAPKAP1
ENSG00000114738	-0.189807981	MAPKAPK3
ENSG00000147912	-0.189706353	FBXO10
ENSG00000212232	-0.189673618	SNORD17
ENSG00000166851	-0.189658791	PLK1
ENSG00000163964	-0.189478332	PIGX
ENSG00000166173	-0.189201042	LARP6
ENSG00000173276	-0.189158881	ZBTB21
ENSG00000108187	-0.18915488	PBLD
ENSG00000172301	-0.189112709	COPRS
ENSG00000115524	-0.189092937	SF3B1
ENSG00000038274	-0.189018478	MAT2B
ENSG00000168003	-0.18889388	SLC3A2
ENSG00000121644	-0.188880555	DESI2
ENSG00000091436	-0.188875814	MLTK
ENSG00000143183	-0.188826781	TMCO1
ENSG00000114026	-0.188798249	OGG1
ENSG00000115042	-0.188641082	FAHD2A
ENSG00000179295	-0.188601961	PTPN11
ENSG00000128654	-0.188579458	MTX2
ENSG00000151247	-0.188555727	EIF4E
ENSG00000254837	-0.188462162	AP001372.2
ENSG00000101935	-0.188405914	AMMECR1
ENSG00000130803	-0.188392619	ZNF317
ENSG00000168958	-0.188306745	MFF
ENSG00000071243	-0.188289081	ING3
ENSG00000158864	-0.188222828	NDUFS2
ENSG00000139428	-0.188197215	MMAB
ENSG00000172927	-0.188080843	MYEOV
ENSG00000105063	-0.187977115	PPP6R1
ENSG00000119314	-0.187745529	PTBP3
ENSG00000248795	-0.187733606	RP11-173E2.1
ENSG00000178821	-0.187683548	TMEM52
ENSG00000213762	-0.187454603	ZNF134
ENSG00000156026	-0.187380472	MCU
ENSG00000196517	-0.187288475	SLC6A9
ENSG00000168476	-0.187217252	REEP4
ENSG00000170604	-0.18721194	IRF2BP1
ENSG00000214022	-0.187143002	REPIN1
ENSG00000125779	-0.187074434	PANK2
ENSG00000103507	-0.187035267	BCKDK
ENSG00000108848	-0.186914542	LUC7L3
ENSG00000176105	-0.186900808	YES1
ENSG00000178665	-0.186839183	ZNF713
ENSG00000167130	-0.186762447	DOLPP1
ENSG00000064419	-0.186682702	TNPO3
ENSG00000040608	-0.186681685	RTN4R
ENSG00000173226	-0.186585192	IQCB1
ENSG00000123080	-0.186335581	CDKN2C
ENSG00000243660	-0.186249389	ZNF487
ENSG00000196976	-0.186239553	LAGE3
ENSG00000254858	-0.186215117	MPV17L2
ENSG00000219201	-0.185825819	RP11-181C21.4
ENSG00000162222	-0.185733831	TTC9C
ENSG00000109475	-0.18569157	RPL34
ENSG00000214517	-0.185635381	PPME1
ENSG00000261485	-0.185629233	PAN3-AS1
ENSG00000168256	-0.185618533	NKIRAS2
ENSG00000163382	-0.185617785	APOA1BP
ENSG00000110987	-0.185612836	BCL7A
ENSG00000197566	-0.185587766	ZNF624
ENSG00000150782	-0.185406138	IL18
ENSG00000146282	-0.18528694	RARS2
ENSG00000112996	-0.185284933	MRPS30
ENSG00000147383	-0.185283042	NSDHL
ENSG00000164609	-0.18527543	SLU7
ENSG00000135776	-0.185256646	ABCB10
ENSG00000121931	-0.185162794	LRIF1
ENSG00000213918	-0.185162112	DNASE1
ENSG00000126432	-0.184953909	PRDX5
ENSG00000124160	-0.184933467	NCOA5
ENSG00000170325	-0.18478232	PRDM10
ENSG00000132002	-0.184460696	DNAJB1
ENSG00000104129	-0.18431669	DNAJC17
ENSG00000114978	-0.184000393	MOB1A
ENSG00000229212	-0.183896552	RP11-561C5.4
ENSG00000100784	-0.183814474	RPS6KA5
ENSG00000104450	-0.183808515	SPAG1
ENSG00000123395	-0.183726105	C12orf44
ENSG00000034677	-0.183502514	RNF19A
ENSG00000166349	-0.183432198	RAG1
ENSG00000198945	-0.183360212	L3MBTL3
ENSG00000134049	-0.183329889	IER3IP1
ENSG00000231007	-0.183162157	CDC20P1
ENSG00000136997	-0.183126825	MYC
ENSG00000135747	-0.183053637	ZNF670
ENSG00000104998	-0.183022901	IL27RA
ENSG00000146729	-0.182977503	GBAS
ENSG00000100580	-0.182919082	TMED8
ENSG00000107779	-0.182834938	BMPR1A
ENSG00000131944	-0.182827201	C19orf40
ENSG00000127191	-0.182776673	TRAF2
ENSG00000065615	-0.182715723	CYB5R4
ENSG00000002016	-0.182464283	RAD52
ENSG00000160741	-0.182373812	CRTC2
ENSG00000073417	-0.182323357	PDE8A
ENSG00000104522	-0.182253324	TSTA3
ENSG00000166454	-0.182175542	ATMIN
ENSG00000151239	-0.182157891	TWF1
ENSG00000201882	-0.182151692	snoU2-30
ENSG00000110104	-0.182043258	CCDC86
ENSG00000085491	-0.181984313	SLC25A24
ENSG00000104687	-0.181936833	GSR
ENSG00000115163	-0.181924196	CENPA
ENSG00000227063	-0.181839343	RPL41P1
ENSG00000164010	-0.181820604	ERMAP
ENSG00000128245	-0.181616579	YWHAH
ENSG00000140983	-0.181602884	RHOT2
ENSG00000241553	-0.181519447	ARPC4
ENSG00000132964	-0.181492759	CDK8
ENSG00000250565	-0.181490381	ATP6V1E2
ENSG00000124074	-0.181344072	ENKD1
ENSG00000120549	-0.181294316	KIAA1217
ENSG00000168385	-0.181277174	2-Sep
ENSG00000184160	-0.181166048	ADRA2C
ENSG00000256667	-0.181090666	KLRAP1
ENSG00000066654	-0.181089326	THUMPD1
ENSG00000100612	-0.18087644	DHRS7
ENSG00000198815	-0.180856681	FOXJ3
ENSG00000167700	-0.18082682	MFSD3
ENSG00000160867	-0.180823929	FGFR4
ENSG00000147124	-0.180800226	ZNF41
ENSG00000108010	-0.180720844	GLRX3
ENSG00000204178	-0.180591274	TMEM57
ENSG00000095485	-0.180583339	CWF19L1
ENSG00000102054	-0.180557468	RBBP7
ENSG00000164983	-0.18022787	TMEM65
ENSG00000115652	-0.180188606	UXS1
ENSG00000147231	-0.180100966	CXorf57
ENSG00000148296	-0.17994308	SURF6
ENSG00000259790	-0.179932425	ANP32BP1
ENSG00000161791	-0.179754527	FMNL3
ENSG00000174775	-0.179631263	HRAS
ENSG00000112837	-0.179563975	TBX18
ENSG00000174749	-0.179549979	C4orf32
ENSG00000129245	-0.179543753	FXR2
ENSG00000185507	-0.179348422	IRF7
ENSG00000171729	-0.179229899	TMEM51
ENSG00000164403	-0.17920001	SHROOM1
ENSG00000086102	-0.178996981	NFX1
ENSG00000203667	-0.178917924	COX20
ENSG00000168994	-0.178812338	PXDC1
ENSG00000196535	-0.17870499	MYO18A
ENSG00000144895	-0.178656002	EIF2A
ENSG00000166582	-0.178635301	CENPV
ENSG00000150093	-0.178502684	ITGB1
ENSG00000170445	-0.178466866	HARS
ENSG00000186806	-0.178452515	VSIG10L
ENSG00000118454	-0.178438657	ANKRD13C
ENSG00000214367	-0.178328112	HAUS3
ENSG00000019995	-0.178271507	ZRANB1
ENSG00000270956	-0.178180926	RP11-65L3.4
ENSG00000165632	-0.177998674	TAF3
ENSG00000246228	-0.177909119	CASC8
ENSG00000132485	-0.177908319	ZRANB2
ENSG00000100949	-0.177732411	RABGGTA
ENSG00000035664	-0.177664227	DAPK2
ENSG00000135315	-0.177657564	KIAA1009
ENSG00000100605	-0.177614414	ITPK1
ENSG00000181915	-0.177518795	ADO
ENSG00000101439	-0.177348601	CST3
ENSG00000126106	-0.177278656	TMEM53
ENSG00000255624	-0.177196934	RP11-564D11.3
ENSG00000165891	-0.177071851	E2F7
ENSG00000139613	-0.177071352	SMARCC2
ENSG00000253741	-0.177034443	CTD-2292P10.4
ENSG00000096063	-0.176897644	SRPK1
ENSG00000123219	-0.176866349	CENPK
ENSG00000137831	-0.176815786	UACA
ENSG00000132423	-0.176785982	COQ3
ENSG00000237161	-0.176694406	RP11-32B5.1
ENSG00000040487	-0.176665331	PQLC2
ENSG00000119421	-0.176556925	NDUFA8
ENSG00000117475	-0.176372029	BLZF1
ENSG00000163818	-0.176358068	LZTFL1
ENSG00000175854	-0.176180922	SWI5
ENSG00000125703	-0.176086257	ATG4C
ENSG00000100216	-0.176051159	TOMM22
ENSG00000248112	-0.176020212	RP11-78C3.1
ENSG00000114867	-0.175979078	EIF4G1
ENSG00000135338	-0.175965919	LCA5
ENSG00000228594	-0.175949641	C1orf233
ENSG00000111087	-0.175893844	GLI1
ENSG00000164168	-0.175873994	TMEM184C
ENSG00000161970	-0.175733722	RPL26
ENSG00000215256	-0.175678389	DHRS4-AS1
ENSG00000113643	-0.175673445	RARS
ENSG00000127540	-0.175356505	UQCR11
ENSG00000010256	-0.175185102	UQCRC1
ENSG00000174136	-0.175163066	RGMB
ENSG00000079691	-0.175121897	LRRC16A
ENSG00000101871	-0.175110477	MID1
ENSG00000149054	-0.175063692	ZNF215
ENSG00000130244	-0.174926607	FAM98C
ENSG00000229891	-0.174894719	Z83851.1
ENSG00000103037	-0.174790515	SETD6
ENSG00000106404	-0.17464128	CLDN15
ENSG00000177302	-0.174483624	TOP3A
ENSG00000015171	-0.174244826	ZMYND11
ENSG00000063241	-0.174190079	ISOC2
ENSG00000138771	-0.174134922	SHROOM3
ENSG00000114346	-0.174101521	ECT2
ENSG00000140416	-0.174043627	TPM1
ENSG00000105229	-0.174043381	PIAS4
ENSG00000132406	-0.17402837	TMEM128
ENSG00000083544	-0.173932362	TDRD3
ENSG00000125676	-0.17359839	THOC2
ENSG00000136932	-0.173524914	C9orf156
ENSG00000178966	-0.173455579	RMI1
ENSG00000135932	-0.173435777	CAB39
ENSG00000162496	-0.173017044	DHRS3
ENSG00000114988	-0.172973094	LMAN2L
ENSG00000101343	-0.172912511	CRNKL1
ENSG00000197905	-0.172797237	TEAD4
ENSG00000207501	-0.172631589	RNVU1-14
ENSG00000103152	-0.172434259	MPG
ENSG00000148671	-0.172390862	ADIRF
ENSG00000198937	-0.172240284	CCDC167
ENSG00000111358	-0.172153951	GTF2H3
ENSG00000131844	-0.172104577	MCCC2
ENSG00000152433	-0.171774754	ZNF547
ENSG00000121350	-0.17175915	PYROXD1
ENSG00000156697	-0.171742551	UTP14A
ENSG00000137818	-0.171720528	RPLP1
ENSG00000153575	-0.171546113	TUBGCP5
ENSG00000104805	-0.171521831	NUCB1
ENSG00000184381	-0.171494095	PLA2G6
ENSG00000160563	-0.171417333	MED27
ENSG00000132394	-0.17104741	EEFSEC
ENSG00000123473	-0.170901414	STIL
ENSG00000143498	-0.170741938	TAF1A
ENSG00000233396	-0.170675787	RP11-458D21.1
ENSG00000198093	-0.170646825	ZNF649
ENSG00000124613	-0.170643767	ZNF391
ENSG00000103356	-0.170614733	EARS2
ENSG00000175376	-0.170591503	EIF1AD
ENSG00000134297	-0.170560661	PLEKHA8P1
ENSG00000108961	-0.170533548	RANGRF
ENSG00000181751	-0.17050008	C5orf30
ENSG00000153071	-0.170490186	DAB2
ENSG00000141385	-0.170431568	AFG3L2
ENSG00000108958	-0.170401064	AC016292.3
ENSG00000154359	-0.170385699	LONRF1
ENSG00000164088	-0.170354023	PPM1M
ENSG00000197694	-0.17032964	SPTAN1
ENSG00000137492	-0.170306666	PRKRIR
ENSG00000105928	-0.170294879	DFNA5
ENSG00000233859	-0.169651979	ADH5P4
ENSG00000163597	-0.169492188	SNHG16
ENSG00000179611	-0.169404361	DGKZP1
ENSG00000100575	-0.169403144	TIMM9
ENSG00000053747	-0.169278832	LAMA3
ENSG00000257086	-0.169225698	RP11-783K16.13
ENSG00000165669	-0.169198221	FAM204A
ENSG00000230445	-0.16917763	LRRC37A6P
ENSG00000074842	-0.168903781	C19orf10
ENSG00000164023	-0.168896719	SGMS2
ENSG00000197261	-0.168814948	C6orf141
ENSG00000110628	-0.168810179	SLC22A18
ENSG00000181418	-0.168727756	DDN
ENSG00000160972	-0.168689341	PPP1R16A
ENSG00000104368	-0.168619129	PLAT
ENSG00000245937	-0.168597526	CTC-228N24.3
ENSG00000132153	-0.168474718	DHX30
ENSG00000198959	-0.168260719	TGM2
ENSG00000059122	-0.168178139	FLYWCH1
ENSG00000068793	-0.168058505	CYFIP1
ENSG00000143198	-0.168033857	MGST3
ENSG00000119912	-0.168032467	IDE
ENSG00000153767	-0.167979546	GTF2E1
ENSG00000087903	-0.167954179	RFX2
ENSG00000172530	-0.167948973	BANP
ENSG00000174173	-0.167897358	TRMT10C
ENSG00000096092	-0.167871961	TMEM14A
ENSG00000167508	-0.16778246	MVD
ENSG00000116857	-0.167708113	TMEM9
ENSG00000227533	-0.167544607	SLC2A1-AS1
ENSG00000119718	-0.167524383	EIF2B2
ENSG00000272520	-0.167463352	CTD-2044J15.2
ENSG00000171492	-0.16741721	LRRC8D
ENSG00000037897	-0.167047333	METTL1
ENSG00000213089	-0.167031282	PDCL3P5
ENSG00000213442	-0.16701003	RPL18AP3
ENSG00000184613	-0.166962654	NELL2
ENSG00000157214	-0.166849593	STEAP2
ENSG00000130475	-0.166828356	FCHO1
ENSG00000171444	-0.166796072	MCC
ENSG00000247287	-0.16679336	RP11-902B17.1
ENSG00000218890	-0.16674577	NUFIP1P
ENSG00000144566	-0.166635654	RAB5A
ENSG00000148339	-0.166622098	SLC25A25
ENSG00000165792	-0.166525973	METTL17
ENSG00000141425	-0.166516767	RPRD1A
ENSG00000243147	-0.166412689	MRPL33
ENSG00000235560	-0.16617093	AC002310.12
ENSG00000183735	-0.165939444	TBK1
ENSG00000054654	-0.1659359	SYNE2
ENSG00000253846	-0.165866629	PCDHGA10
ENSG00000117543	-0.165750065	DPH5
ENSG00000185880	-0.165691936	TRIM69
ENSG00000175216	-0.165638724	CKAP5
ENSG00000213462	-0.165598292	ERV3-1
ENSG00000129625	-0.165553668	REEP5
ENSG00000106290	-0.165538483	TAF6
ENSG00000226608	-0.165476954	FTLP3
ENSG00000160753	-0.16542203	RUSC1
ENSG00000165813	-0.165258571	C10orf118
ENSG00000127125	-0.165134876	PPCS
ENSG00000176209	-0.165078743	SMIM19
ENSG00000175575	-0.165048971	PAAF1
ENSG00000161016	-0.164947558	RPL8
ENSG00000150760	-0.164835439	DOCK1
ENSG00000167113	-0.164775174	COQ4
ENSG00000142864	-0.164655201	SERBP1
ENSG00000197461	-0.164653965	PDGFA
ENSG00000154945	-0.16463603	ANKRD40
ENSG00000083635	-0.164615594	NUFIP1
ENSG00000146733	-0.164608318	PSPH
ENSG00000136930	-0.164490404	PSMB7
ENSG00000165055	-0.164359526	METTL2B
ENSG00000218510	-0.164307849	LINC00339
ENSG00000154174	-0.164286624	TOMM70A
ENSG00000158290	-0.164195879	CUL4B
ENSG00000104219	-0.164156456	ZDHHC2
ENSG00000143771	-0.164112732	CNIH4
ENSG00000114416	-0.163776351	FXR1
ENSG00000144677	-0.163760308	CTDSPL
ENSG00000231831	-0.163520166	MTHFD1P1
ENSG00000213189	-0.163489926	BTF3L4P2
ENSG00000100902	-0.163484276	PSMA6
ENSG00000185359	-0.1632665	HGS
ENSG00000227081	-0.163224642	RP11-543P15.1
ENSG00000249087	-0.163201039	C1orf213
ENSG00000119004	-0.163127872	CYP20A1
ENSG00000123815	-0.162916394	ADCK4
ENSG00000233588	-0.162892502	CYP51A1P2
ENSG00000106635	-0.162664444	BCL7B
ENSG00000101311	-0.162620472	FERMT1
ENSG00000186889	-0.162555712	TMEM17
ENSG00000185250	-0.162468782	PPIL6
ENSG00000075303	-0.162462377	SLC25A40
ENSG00000100462	-0.162422535	PRMT5
ENSG00000136682	-0.162382969	CBWD2
ENSG00000131979	-0.162339469	GCH1
ENSG00000130150	-0.16233066	MOSPD2
ENSG00000151136	-0.162231675	BTBD11
ENSG00000197021	-0.161867087	CXorf40B
ENSG00000235605	-0.161809512	RP5-827C21.1
ENSG00000163655	-0.161807583	GMPS
ENSG00000112972	-0.161692803	HMGCS1
ENSG00000267741	-0.161530529	UBE2L4
ENSG00000116044	-0.161382092	NFE2L2
ENSG00000163913	-0.161359021	IFT122
ENSG00000093144	-0.161251775	ECHDC1
ENSG00000179403	-0.161251005	VWA1
ENSG00000079134	-0.16103162	THOC1
ENSG00000079332	-0.160942209	SAR1A
ENSG00000168724	-0.160934615	DNAJC21
ENSG00000129235	-0.160844986	TXNDC17
ENSG00000183092	-0.16074639	BEGAIN
ENSG00000171867	-0.160650139	PRNP
ENSG00000145736	-0.160593903	GTF2H2
ENSG00000119446	-0.160568085	RBM18
ENSG00000166986	-0.160562266	MARS
ENSG00000082898	-0.160497057	XPO1
ENSG00000156531	-0.160371275	PHF6
ENSG00000168438	-0.159965207	CDC40
ENSG00000114805	-0.159924894	PLCH1
ENSG00000147471	-0.159794135	PROSC
ENSG00000138430	-0.159768136	OLA1
ENSG00000143891	-0.159752075	GALM
ENSG00000119392	-0.159625363	GLE1
ENSG00000226650	-0.159519181	KIF4B
ENSG00000235720	-0.159467957	RP11-340I6.6
ENSG00000213104	-0.159310344	NPM1P46
ENSG00000196141	-0.159252982	SPATS2L
ENSG00000212443	-0.158997603	SNORA53
ENSG00000198468	-0.158977729	FLVCR1-AS1
ENSG00000168517	-0.158973962	HEXIM2
ENSG00000015479	-0.158875074	MATR3
ENSG00000238058	-0.158800021	RP11-432J22.2
ENSG00000221983	-0.158617299	UBA52
ENSG00000130348	-0.158565251	QRSL1
ENSG00000187867	-0.158494622	PALM3
ENSG00000075223	-0.158383295	SEMA3C
ENSG00000142396	-0.158232135	ERVK3-1
ENSG00000167986	-0.158113851	DDB1
ENSG00000102309	-0.158045642	PIN4
ENSG00000092445	-0.157908858	TYRO3
ENSG00000186529	-0.157803508	CYP4F3
ENSG00000182552	-0.15771204	RWDD4
ENSG00000189306	-0.157541781	RRP7A
ENSG00000227285	-0.157463261	RP3-327A19.5
ENSG00000065600	-0.15736234	TMEM206
ENSG00000177697	-0.157355124	CD151
ENSG00000130749	-0.157343346	ZC3H4
ENSG00000163617	-0.157233335	KIAA1407
ENSG00000086065	-0.157228045	CHMP5
ENSG00000122674	-0.157171993	CCZ1
ENSG00000176055	-0.157001429	MBLAC2
ENSG00000149782	-0.156928082	PLCB3
ENSG00000122417	-0.156863221	ODF2L
ENSG00000173660	-0.156858868	UQCRH
ENSG00000204920	-0.156789917	ZNF155
ENSG00000163636	-0.156760907	PSMD6
ENSG00000265574	-0.156701325	CTD-2095E4.1
ENSG00000108528	-0.156562648	SLC25A11
ENSG00000013288	-0.156525569	MAN2B2
ENSG00000155542	-0.15630531	SETD9
ENSG00000130560	-0.156235559	UBAC1
ENSG00000147402	-0.156215215	GABRQ
ENSG00000006744	-0.156178607	ELAC2
ENSG00000236144	-0.156132993	AD000090.2
ENSG00000115317	-0.156130882	HTRA2
ENSG00000114520	-0.15601635	SNX4
ENSG00000014216	-0.155951952	CAPN1
ENSG00000176896	-0.155637304	TCEANC
ENSG00000163694	-0.155613887	RBM47
ENSG00000112796	-0.155517577	ENPP5
ENSG00000100815	-0.15531397	TRIP11
ENSG00000169957	-0.155292732	ZNF768
ENSG00000148690	-0.155201076	FRA10AC1
ENSG00000244073	-0.155037058	RPS4XP6
ENSG00000135387	-0.155022815	CAPRIN1
ENSG00000238084	-0.154912197	RP3-469D22.1
ENSG00000245694	-0.154905532	CRNDE
ENSG00000170275	-0.154898979	CRTAP
ENSG00000132823	-0.15478339	OSER1
ENSG00000253785	-0.154729153	CTC-308K20.3
ENSG00000162613	-0.154563086	FUBP1
ENSG00000068796	-0.154514303	KIF2A
ENSG00000131238	-0.154506278	PPT1
ENSG00000124193	-0.1544717	SRSF6
ENSG00000130717	-0.154461912	UCK1
ENSG00000104626	-0.154445285	ERI1
ENSG00000120833	-0.15438879	SOCS2
ENSG00000137714	-0.154337156	FDX1
ENSG00000138279	-0.15430407	ANXA7
ENSG00000106610	-0.154087506	STAG3L4
ENSG00000082068	-0.154059653	WDR70
ENSG00000101109	-0.154056377	STK4
ENSG00000137074	-0.15399783	APTX
ENSG00000238132	-0.153862507	CASC4P1
ENSG00000143942	-0.15382409	CHAC2
ENSG00000176340	-0.153797383	COX8A
ENSG00000087053	-0.153722252	MTMR2
ENSG00000159592	-0.153702434	GPBP1L1
ENSG00000197358	-0.153677681	BNIP3P1
ENSG00000100348	-0.153667341	TXN2
ENSG00000122482	-0.153628085	ZNF644
ENSG00000188229	-0.153599815	TUBB4B
ENSG00000091542	-0.153377528	ALKBH5
ENSG00000077238	-0.15326132	IL4R
ENSG00000231125	-0.153046494	AF129075.5
ENSG00000167491	-0.152876347	GATAD2A
ENSG00000088726	-0.152855528	TMEM40
ENSG00000132329	-0.152844683	RAMP1
ENSG00000090776	-0.152811286	EFNB1
ENSG00000198839	-0.15271395	ZNF277
ENSG00000215712	-0.152619572	TMEM242
ENSG00000169567	-0.152616664	HINT1
ENSG00000145284	-0.152615696	SCD5
ENSG00000148498	-0.152355059	PARD3
ENSG00000111726	-0.152297665	CMAS
ENSG00000115271	-0.151887196	GCA
ENSG00000100138	-0.15179887	NHP2L1
ENSG00000143429	-0.151784329	AC027612.6
ENSG00000133026	-0.151770827	MYH10
ENSG00000173275	-0.151640506	ZNF449
ENSG00000101417	-0.15147584	PXMP4
ENSG00000155115	-0.151344817	GTF3C6
ENSG00000263004	-0.151329504	RP11-166P13.3
ENSG00000149428	-0.151110968	HYOU1
ENSG00000183401	-0.151029936	CCDC159
ENSG00000204839	-0.150955937	MROH6
ENSG00000139800	-0.150730794	ZIC5
ENSG00000130202	-0.150631092	PVRL2
ENSG00000157212	-0.150477096	PAXIP1
ENSG00000170248	-0.150470989	PDCD6IP
ENSG00000168389	-0.150447753	MFSD2A
ENSG00000162517	-0.150345289	PEF1
ENSG00000175573	-0.150284434	C11orf68
ENSG00000184886	-0.15027949	PIGW
ENSG00000186448	-0.150278648	ZNF197
ENSG00000100983	-0.150275011	GSS
ENSG00000157992	-0.150272744	KRTCAP3
ENSG00000105879	-0.150268799	CBLL1
ENSG00000197930	-0.150237012	ERO1L
ENSG00000001630	-0.150052412	CYP51A1
ENSG00000171953	-0.150024221	ATPAF2
ENSG00000204922	-0.149849816	C11orf83
ENSG00000095059	-0.14983462	DHPS
ENSG00000172992	-0.149679379	DCAKD
ENSG00000119699	-0.149369021	TGFB3
ENSG00000230844	-0.149361443	ZNF674-AS1
ENSG00000147601	-0.149137111	TERF1
ENSG00000100714	-0.14902473	MTHFD1
ENSG00000258738	-0.148946809	RP11-73E17.2
ENSG00000104691	-0.148821271	UBXN8
ENSG00000090861	-0.14856073	AARS
ENSG00000185104	-0.148418322	FAF1
ENSG00000103043	-0.148379659	VAC14
ENSG00000159063	-0.148366935	ALG8
ENSG00000238290	-0.148224089	RP11-431K24.1
ENSG00000269378	-0.148164675	ITGB1P1
ENSG00000123179	-0.148162658	EBPL
ENSG00000172354	-0.14799762	GNB2
ENSG00000117298	-0.147925735	ECE1
ENSG00000178741	-0.147907262	COX5A
ENSG00000164251	-0.147880465	F2RL1
ENSG00000151065	-0.147826537	DCP1B
ENSG00000182224	-0.147798894	CYB5D1
